Protein A,Protein B,GO similarity under BP term,GO similarity under MF term,GO similarity under CC term,Combined Score
YBR079C,YBR143C,0.674,0.616,0.62,920.0
YBR079C,YDL005C,0.408,0.15,0.272,608.0
YBR079C,YDR091C,0.355,0.142,0.332,997.0
YBR079C,YDR429C,1.0,1.0,0.645,999.0
YBR079C,YGL130W,0.427,0.087,0.332,623.0
YBR079C,YIL071C,0.466,0.235,0.356,712.0
YBR079C,YIL106W,0.191,0.196,0.629,169.0
YBR079C,YJR007W,1.0,1.0,0.765,999.0
YBR079C,YLR192C,0.331,1.0,1.0,999.0
YBR079C,YML085C,0.103,0.055,0.629,292.0
YBR079C,YMR146C,0.859,1.0,0.765,999.0
YBR079C,YMR309C,1.0,0.238,0.57,999.0
YBR079C,YNL243W,0.115,0.215,0.334,297.0
YBR079C,YNL244C,0.69,0.238,0.765,999.0
YBR079C,YOL087C,0.159,0.196,0.629,433.0
YBR079C,YOR039W,0.385,0.106,0.332,729.0
YBR079C,YOR361C,0.69,0.785,0.645,999.0
YBR079C,YPL001W,0.342,0.106,0.629,786.0
YBR079C,YPL237W,0.69,1.0,0.765,999.0
YBR079C,YPR016C,0.945,0.238,0.332,606.0
YBR079C,YPR041W,0.945,0.409,0.765,999.0
YBR079C,YPR086W,0.054,0.136,0.235,727.0
YBR080C,YBR217W,0.065,0.047,1.0,296.0
YBR080C,YGL137W,0.304,0.106,0.565,915.0
YBR080C,YGR262C,0.047,0.035,0.621,191.0
YBR080C,YOR036W,0.505,0.124,0.234,801.0
YBR081C,YBR198C,1.0,0.234,0.74,999.0
YBR081C,YBR253W,0.965,0.203,0.465,600.0
YBR081C,YCL010C,0.586,0.234,0.437,999.0
YBR081C,YDR146C,0.562,0.208,0.599,263.0
YBR081C,YDR167W,0.073,0.205,0.378,999.0
YBR081C,YDR176W,0.073,0.146,0.74,999.0
YBR081C,YDR216W,0.533,0.234,0.74,322.0
YBR081C,YDR448W,0.073,0.234,0.431,999.0
YBR081C,YGL066W,0.219,1.0,0.74,999.0
YBR081C,YGL112C,0.073,0.205,0.74,999.0
YBR081C,YGL244W,0.728,0.112,0.398,550.0
YBR081C,YGR252W,1.0,0.146,0.74,999.0
YBR081C,YHR099W,1.0,0.146,0.74,999.0
YBR081C,YLR055C,0.728,0.276,0.431,999.0
YBR081C,YML007W,0.034,0.188,0.599,808.0
YBR081C,YMR223W,0.219,0.161,0.431,999.0
YBR081C,YMR236W,1.0,0.205,0.431,999.0
YBR081C,YOL148C,0.415,0.276,0.431,999.0
YBR081C,YOR119C,0.1,0.192,0.599,199.0
YBR081C,YPL254W,0.205,0.234,0.431,999.0
YBR081C,YPR025C,0.728,0.234,0.36,622.0
YBR082C,YDR529C,0.154,0.07,0.409,214.0
YBR082C,YGL206C,0.06,0.234,0.426,166.0
YBR082C,YJL047C,0.256,0.399,0.646,568.0
YBR082C,YKL010C,0.703,0.146,0.621,948.0
YBR082C,YNL071W,0.2,0.069,0.315,
YBR082C,YOL055C,0.186,0.122,0.518,
YBR083W,YDR224C,0.157,0.1,0.554,
YBR083W,YGR040W,0.402,0.069,1.0,979.0
YBR083W,YHR084W,0.08,0.1,1.0,999.0
YBR083W,YKL161C,0.165,0.1,0.218,495.0
YBR083W,YNL030W,0.073,0.1,0.435,162.0
YBR083W,YPL235W,0.107,0.042,0.466,
YBR084W,YBR143C,0.17,0.06,0.606,675.0
YBR084W,YCR008W,0.127,0.16,0.599,208.0
YBR084W,YDR466W,0.203,0.18,0.173,165.0
YBR084W,YER123W,0.22,0.096,0.275,175.0
YBR084W,YFR040W,0.127,0.283,0.599,165.0
YBR084W,YGL019W,0.137,0.126,0.409,198.0
YBR084W,YGL099W,0.077,0.096,0.599,787.0
YBR084W,YGR285C,0.318,0.126,1.0,631.0
YBR084W,YHR013C,0.148,0.131,0.451,632.0
YBR084W,YHR089C,0.182,0.073,0.49,726.0
YBR084W,YIL018W,0.218,0.158,0.6,205.0
YBR084W,YJR059W,0.127,0.096,0.275,165.0
YBR084W,YKL135C,0.162,0.126,0.275,591.0
YBR084W,YNL030W,0.136,0.096,0.354,
YBR084W,YOR014W,0.057,0.105,0.74,165.0
YBR085W,YBR217W,0.056,0.234,0.157,
YBR085W,YCR061W,0.133,0.643,0.157,175.0
YBR085W,YDL059C,0.032,0.34,0.117,
YBR085W,YER161C,0.079,0.208,0.117,217.0
YBR085W,YER171W,0.042,0.097,0.098,
YBR085W,YGL237C,0.024,0.34,0.081,
YBR085W,YGR262C,0.095,0.166,0.131,180.0
YBR085W,YHR002W,0.476,0.221,0.099,159.0
YBR085W,YHR135C,0.041,0.192,0.327,
YBR085W,YJL173C,0.096,0.172,0.07,
YBR085W,YML058W,0.069,0.34,0.117,188.0
YBR085W,YOR181W,0.351,0.234,0.132,
YBR086C,YKL212W,0.073,0.158,0.079,888.0
YBR086C,YNL194C,0.073,0.477,1.0,337.0
YBR086C,YPR086W,0.042,0.257,0.178,620.0
YBR087W,YBR088C,0.065,0.163,0.417,999.0
YBR087W,YER173W,0.124,0.513,0.417,999.0
YBR087W,YHR191C,0.065,1.0,0.879,994.0
YBR087W,YJR068W,0.082,0.612,0.848,999.0
YBR087W,YLR390W,0.114,0.282,0.406,161.0
YBR087W,YMR078C,0.532,0.513,0.566,999.0
YBR087W,YMR181C,0.105,0.282,0.164,616.0
YBR087W,YNL088W,0.09,0.067,0.417,767.0
YBR087W,YNL290W,1.0,1.0,0.879,999.0
YBR087W,YOL094C,1.0,1.0,0.417,999.0
YBR087W,YOR144C,0.124,0.367,0.396,999.0
YBR087W,YOR217W,0.107,1.0,0.848,999.0
YBR088C,YBR196C,0.099,0.262,0.74,296.0
YBR088C,YCL040W,0.082,0.12,0.413,
YBR088C,YCR092C,0.076,0.154,1.0,954.0
YBR088C,YDL164C,0.16,0.154,1.0,999.0
YBR088C,YDR097C,0.045,0.146,1.0,999.0
YBR088C,YER041W,0.169,0.158,1.0,850.0
YBR088C,YFR053C,0.09,0.128,0.413,
YBR088C,YGR155W,0.1,0.158,0.506,
YBR088C,YHR031C,0.065,0.129,0.431,905.0
YBR088C,YJL088W,0.161,0.158,0.413,
YBR088C,YJR043C,0.063,0.181,0.455,998.0
YBR088C,YJR068W,0.312,0.095,0.399,999.0
YBR088C,YKL113C,0.094,0.34,1.0,999.0
YBR088C,YLR035C,0.169,0.477,1.0,562.0
YBR088C,YML021C,0.169,0.214,1.0,882.0
YBR088C,YML056C,0.13,0.181,0.506,318.0
YBR088C,YMR167W,0.384,0.123,0.74,926.0
YBR088C,YNL071W,0.162,0.106,0.511,
YBR088C,YNL290W,0.065,0.163,0.417,999.0
YBR088C,YOL055C,0.167,0.181,0.413,
YBR088C,YOL094C,0.065,0.163,1.0,999.0
YBR088C,YOR116C,0.052,0.141,1.0,452.0
YBR088C,YOR217W,0.433,0.163,0.399,999.0
YBR088C,YPL140C,0.191,0.154,0.506,
YBR089C-A,YBR245C,0.063,0.454,0.633,816.0
YBR089C-A,YFR013W,0.065,0.064,1.0,814.0
YBR089C-A,YFR037C,0.398,0.878,1.0,820.0
YBR089C-A,YGL133W,0.965,0.255,1.0,813.0
YBR089C-A,YIL126W,0.965,0.454,1.0,783.0
YBR089C-A,YJL026W,0.103,0.083,0.506,682.0
YBR089C-A,YKR001C,0.083,0.214,0.436,667.0
YBR089C-A,YLR033W,0.932,0.05,0.655,780.0
YBR089C-A,YLR321C,0.433,0.05,0.655,778.0
YBR089C-A,YMR125W,0.496,0.659,0.418,606.0
YBR089C-A,YNR003C,0.86,0.072,1.0,616.0
YBR089C-A,YOR110W,0.965,0.083,1.0,621.0
YBR089C-A,YOR116C,0.86,0.163,1.0,656.0
YBR089C-A,YOR304W,0.073,0.146,1.0,675.0
YBR089C-A,YPL082C,0.565,0.064,1.0,797.0
YBR089C-A,YPL235W,0.054,0.035,0.466,666.0
YBR089W,YGL070C,0.0,0.0,0.0,176.0
YBR090C,YER158C,1.0,1.0,0.218,163.0
YBR091C,YDL217C,0.181,0.063,0.216,999.0
YBR091C,YHR005C-A,0.181,0.497,0.099,999.0
YBR091C,YJL054W,1.0,1.0,1.0,999.0
YBR091C,YKL002W,0.36,0.17,0.157,
YBR091C,YLR288C,0.054,0.068,0.117,
YBR091C,YOR297C,0.11,1.0,0.099,999.0
YBR093C,YCL043C,0.156,0.174,0.103,327.0
YBR093C,YGR282C,0.169,0.112,0.207,422.0
YBR093C,YJL066C,0.26,0.255,0.136,163.0
YBR093C,YJL176C,0.136,0.084,0.127,329.0
YBR093C,YKR106W,0.188,0.039,0.136,167.0
YBR093C,YML077W,0.055,0.112,0.124,161.0
YBR094W,YDL015C,0.244,0.477,0.565,
YBR094W,YLR264W,0.051,0.477,0.673,433.0
YBR094W,YOL149W,0.125,0.235,0.515,978.0
YBR094W,YOR061W,0.182,0.226,0.295,150.0
YBR094W,YOR167C,0.051,0.477,0.533,420.0
YBR094W,YPR132W,0.093,0.477,1.0,
YBR095C,YCR009C,0.03,0.128,0.254,625.0
YBR095C,YDR143C,0.053,0.087,0.254,526.0
YBR095C,YIL094C,0.041,0.167,0.363,221.0
YBR095C,YMR159C,0.056,0.195,0.076,428.0
YBR095C,YNL189W,0.054,0.104,0.451,516.0
YBR095C,YNL330C,0.054,1.0,0.772,997.0
YBR095C,YOL004W,0.073,0.087,0.451,990.0
YBR095C,YPL149W,0.056,0.487,0.27,424.0
YBR096W,YIL034C,0.387,0.323,0.428,204.0
YBR097W,YLR240W,0.056,0.592,0.391,999.0
YBR098W,YBR160W,0.088,0.078,0.371,746.0
YBR098W,YDR386W,1.0,0.096,1.0,999.0
YBR098W,YFR024C-A,0.076,0.282,0.506,310.0
YBR098W,YHR016C,0.085,0.209,0.506,255.0
YBR098W,YJL088W,0.399,0.096,0.413,542.0
YBR098W,YJR045C,0.048,0.513,0.74,
YBR098W,YJR121W,0.192,0.037,0.101,
YBR099C,YER133W,0.0,0.0,0.0,163.0
YBR099C,YJR063W,0.0,0.0,0.0,161.0
YBR101C,YDR171W,0.091,0.188,1.0,974.0
YBR101C,YHL021C,0.197,0.11,0.599,196.0
YBR101C,YJL117W,0.042,0.188,0.234,161.0
YBR101C,YJL138C,0.284,0.44,0.425,679.0
YBR101C,YKL171W,0.26,0.064,1.0,179.0
YBR101C,YLL062C,0.193,0.078,1.0,165.0
YBR101C,YLR074C,0.052,0.12,0.565,247.0
YBR101C,YLR194C,0.077,0.11,0.351,192.0
YBR101C,YMR092C,0.128,0.158,0.396,205.0
YBR101C,YMR173W,0.431,0.055,1.0,402.0
YBR101C,YOL011W,0.357,0.11,0.157,168.0
YBR101C,YPL136W,0.0,0.0,0.0,171.0
YBR101C,YPR154W,0.084,0.174,1.0,349.0
YBR102C,YBR160W,0.21,0.226,0.247,881.0
YBR102C,YDR166C,0.241,1.0,0.51,999.0
YBR102C,YER008C,0.818,0.219,0.345,999.0
YBR102C,YGL233W,0.668,0.234,1.0,999.0
YBR102C,YHR165C,0.065,0.235,0.179,465.0
YBR102C,YIL061C,0.083,0.282,0.198,350.0
YBR102C,YIL068C,0.129,0.273,0.221,999.0
YBR102C,YLR166C,0.818,1.0,1.0,999.0
YBR102C,YLR423C,0.136,0.243,0.187,311.0
YBR102C,YML097C,0.135,0.643,0.34,627.0
YBR102C,YNR046W,0.063,0.167,0.34,369.0
YBR102C,YPR055W,0.668,1.0,0.221,999.0
YBR103W,YCL018W,0.066,0.283,0.413,
YBR103W,YCR033W,0.192,1.0,0.441,999.0
YBR103W,YCR077C,0.074,0.282,0.419,
YBR103W,YDL112W,0.078,0.197,0.506,304.0
YBR103W,YDL185W,0.123,0.477,0.412,
YBR103W,YDR148C,0.136,0.209,0.37,
YBR103W,YDR155C,0.08,0.235,0.74,998.0
YBR103W,YDR227W,0.172,0.282,0.44,820.0
YBR103W,YEL064C,0.123,1.0,0.509,203.0
YBR103W,YGL194C,0.406,0.217,0.441,999.0
YBR103W,YGR239C,0.094,0.477,0.506,
YBR103W,YGR254W,0.251,0.283,0.506,
YBR103W,YGR296W,0.255,0.477,1.0,186.0
YBR103W,YHL004W,0.238,0.477,0.74,209.0
YBR103W,YIL112W,0.406,1.0,0.441,999.0
YBR103W,YJR121W,0.03,0.089,0.101,
YBR103W,YJR141W,0.255,1.0,0.218,178.0
YBR103W,YKR029C,0.188,0.323,0.441,999.0
YBR103W,YLR347C,0.066,0.234,0.517,799.0
YBR103W,YLR409C,0.217,1.0,0.511,307.0
YBR103W,YML109W,0.088,1.0,0.506,322.0
YBR103W,YMR061W,0.096,0.282,0.74,670.0
YBR103W,YMR155W,0.255,1.0,0.166,219.0
YBR103W,YMR273C,0.442,0.323,0.506,854.0
YBR103W,YNL064C,0.123,0.323,0.506,151.0
YBR103W,YNL189W,0.039,0.383,1.0,
YBR103W,YOL068C,0.073,0.477,1.0,984.0
YBR103W,YOR319W,0.096,0.282,1.0,407.0
YBR105C,YCL039W,1.0,1.0,0.141,996.0
YBR105C,YMR047C,0.03,0.477,0.125,
YBR105C,YMR061W,0.126,0.282,0.104,626.0
YBR106W,YBR110W,0.084,0.255,0.549,
YBR106W,YBR183W,0.066,0.477,0.236,
YBR106W,YBR243C,0.084,0.283,0.549,
YBR106W,YBR283C,0.521,0.223,0.205,518.0
YBR106W,YBR287W,0.219,1.0,0.125,
YBR106W,YBR290W,0.234,0.477,0.214,
YBR106W,YBR293W,0.485,0.18,0.214,
YBR106W,YBR298C,0.496,0.318,0.549,
YBR106W,YCL025C,0.521,0.182,0.529,
YBR106W,YCL038C,0.519,1.0,0.549,187.0
YBR106W,YCR028C,0.329,0.12,0.549,
YBR106W,YCR037C,0.446,0.243,0.529,557.0
YBR106W,YCR061W,0.133,1.0,0.234,
YBR106W,YCR098C,0.542,0.188,0.549,165.0
YBR106W,YDL015C,0.175,0.477,0.125,589.0
YBR106W,YDL054C,0.521,0.643,0.549,
YBR106W,YDL093W,0.084,0.477,0.183,
YBR106W,YDL128W,0.408,0.323,0.119,235.0
YBR106W,YDR046C,0.519,0.182,0.549,
YBR106W,YDR297W,0.209,0.255,0.549,439.0
YBR106W,YDR307W,0.084,1.0,0.549,
YBR106W,YDR331W,0.045,0.283,0.205,
YBR106W,YDR342C,0.407,0.201,0.549,
YBR106W,YDR414C,0.12,1.0,1.0,
YBR106W,YDR456W,0.521,0.283,0.236,205.0
YBR106W,YDR508C,0.521,0.182,0.529,
YBR106W,YEL002C,0.081,0.255,0.205,443.0
YBR106W,YEL017C-A,0.633,1.0,0.529,
YBR106W,YEL027W,0.087,0.209,0.241,163.0
YBR106W,YEL063C,0.485,0.149,0.547,
YBR106W,YER056C,0.387,0.255,1.0,274.0
YBR106W,YER060W-A,0.521,0.255,1.0,
YBR106W,YFL025C,0.079,0.383,0.549,
YBR106W,YGL051W,0.521,1.0,0.125,
YBR106W,YGL054C,0.341,0.643,0.205,379.0
YBR106W,YGL055W,0.209,0.282,0.171,557.0
YBR106W,YGL070C,0.026,0.255,0.166,158.0
YBR106W,YGL104C,0.234,0.318,0.136,
YBR106W,YGL167C,0.069,0.088,0.236,266.0
YBR106W,YGL200C,0.341,1.0,0.549,362.0
YBR106W,YGR060W,0.141,0.477,0.549,454.0
YBR106W,YGR224W,0.496,0.383,0.529,
YBR106W,YGR260W,0.344,0.152,0.306,
YBR106W,YGR289C,0.363,0.111,1.0,
YBR106W,YHL042W,0.219,1.0,0.643,
YBR106W,YHL048W,0.219,1.0,0.109,
YBR106W,YHR026W,0.521,0.209,1.0,188.0
YBR106W,YHR094C,0.496,0.201,1.0,
YBR106W,YHR123W,0.05,0.255,0.549,
YBR106W,YHR133C,0.067,0.383,0.125,338.0
YBR106W,YHR140W,0.219,1.0,1.0,
YBR106W,YHR142W,0.054,0.383,0.549,
YBR106W,YIL048W,0.507,0.283,0.125,
YBR106W,YIL120W,0.369,0.318,0.529,
YBR106W,YJL012C,0.426,0.242,0.549,655.0
YBR106W,YJL059W,0.074,1.0,0.119,
YBR106W,YJL108C,0.219,1.0,0.549,
YBR106W,YJL117W,0.521,0.383,1.0,809.0
YBR106W,YJL196C,0.066,0.255,1.0,
YBR106W,YJR010C-A,0.073,1.0,0.549,214.0
YBR106W,YJR015W,0.219,1.0,0.234,
YBR106W,YJR124C,0.219,1.0,0.549,
YBR106W,YKL002W,0.337,1.0,0.234,
YBR106W,YKL146W,0.297,0.136,0.549,
YBR106W,YKL165C,0.04,0.283,0.549,152.0
YBR106W,YKR039W,0.489,0.282,0.306,
YBR106W,YKR106W,0.496,0.134,0.136,
YBR106W,YLL006W,0.087,1.0,0.184,
YBR106W,YLL023C,0.231,0.477,0.193,
YBR106W,YLL028W,0.447,0.2,0.529,
YBR106W,YLL061W,0.415,0.154,0.549,
YBR106W,YLR034C,0.435,0.643,0.549,285.0
YBR106W,YLR378C,0.521,0.323,1.0,677.0
YBR106W,YML067C,0.313,1.0,0.125,
YBR106W,YML075C,0.059,0.323,0.109,
YBR106W,YML123C,0.521,0.243,1.0,544.0
YBR106W,YMR058W,0.321,0.2,0.529,203.0
YBR106W,YMR149W,0.081,0.477,0.125,267.0
YBR106W,YMR215W,0.08,0.477,0.549,
YBR106W,YMR274C,0.044,0.477,0.125,
YBR106W,YMR279C,0.521,0.193,0.549,
YBR106W,YNL048W,0.13,0.255,0.549,
YBR106W,YNL101W,0.521,0.136,0.136,
YBR106W,YNL125C,0.521,0.182,0.136,
YBR106W,YNL130C,0.05,0.255,0.529,
YBR106W,YNL275W,0.737,0.173,0.549,
YBR106W,YNL321W,0.573,0.109,0.549,
YBR106W,YNR013C,0.496,0.643,0.136,473.0
YBR106W,YNR019W,0.095,0.477,0.549,
YBR106W,YNR055C,0.496,0.243,0.549,
YBR106W,YOL020W,0.496,0.141,0.529,
YBR106W,YOL030W,0.04,0.323,0.549,
YBR106W,YOL132W,0.063,0.323,0.207,
YBR106W,YOL156W,0.521,0.477,1.0,
YBR106W,YPL076W,0.04,0.477,0.549,
YBR106W,YPL189W,0.403,0.283,1.0,
YBR106W,YPL264C,0.219,1.0,0.549,
YBR106W,YPL274W,0.521,0.182,0.125,
YBR106W,YPR124W,0.334,0.2,0.549,
YBR106W,YPR156C,0.477,0.2,0.529,
YBR106W,YPR194C,0.443,0.323,1.0,
YBR106W,YPR198W,0.521,0.318,1.0,
YBR106W,YPR201W,0.521,0.235,0.549,
YBR107C,YBR211C,1.0,1.0,0.244,996.0
YBR107C,YDR254W,0.073,0.643,1.0,999.0
YBR107C,YDR318W,0.582,1.0,0.938,999.0
YBR107C,YDR383C,1.0,1.0,0.434,998.0
YBR107C,YER081W,0.264,0.227,0.244,
YBR107C,YGL070C,0.082,0.255,0.434,
YBR107C,YJR135C,0.345,1.0,0.938,999.0
YBR107C,YLR381W,1.0,1.0,0.434,999.0
YBR107C,YPL018W,0.803,1.0,0.615,998.0
YBR108W,YCR009C,0.308,0.477,0.138,917.0
YBR108W,YCR088W,0.311,0.243,0.104,813.0
YBR108W,YDL117W,0.325,0.643,0.136,
YBR108W,YDR388W,0.308,0.477,0.061,913.0
YBR108W,YFR024C-A,0.078,1.0,0.138,619.0
YBR108W,YGR136W,0.339,1.0,0.138,509.0
YBR108W,YHL002W,0.065,0.323,0.08,249.0
YBR108W,YHR016C,0.616,0.243,0.138,811.0
YBR108W,YHR114W,0.058,0.477,0.138,657.0
YBR108W,YJL020C,0.767,0.283,0.061,835.0
YBR108W,YLR191W,0.252,0.318,0.156,188.0
YBR108W,YLR438C-A,0.148,0.282,0.102,234.0
YBR108W,YMR032W,0.123,0.383,0.058,358.0
YBR108W,YPR154W,0.339,1.0,0.138,450.0
YBR109C,YBR118W,0.102,0.165,0.396,796.0
YBR109C,YBR127C,0.19,0.033,0.129,
YBR109C,YBR130C,0.112,0.165,0.171,741.0
YBR109C,YBR196C,0.143,0.158,0.25,
YBR109C,YBR213W,0.085,0.089,0.306,292.0
YBR109C,YBR229C,0.103,0.105,0.25,308.0
YBR109C,YDL028C,0.106,0.217,0.129,473.0
YBR109C,YDR032C,0.21,0.283,0.396,
YBR109C,YDR099W,0.111,0.284,0.276,368.0
YBR109C,YDR155C,0.078,0.165,0.25,660.0
YBR109C,YDR195W,0.106,0.216,0.276,292.0
YBR109C,YDR231C,0.095,0.284,0.25,317.0
YBR109C,YDR292C,0.077,0.217,0.171,345.0
YBR109C,YDR356W,0.231,0.158,0.276,999.0
YBR109C,YEL034W,0.055,0.216,0.198,
YBR109C,YER023W,0.146,0.089,0.396,383.0
YBR109C,YER177W,0.261,0.18,0.396,339.0
YBR109C,YFL003C,0.228,0.217,0.203,323.0
YBR109C,YFL010W-A,0.123,0.283,0.306,292.0
YBR109C,YFL039C,0.249,0.058,0.276,979.0
YBR109C,YFR004W,0.175,0.078,0.276,584.0
YBR109C,YFR014C,0.291,0.08,0.396,979.0
YBR109C,YFR053C,0.151,0.074,0.326,
YBR109C,YFR054C,0.0,0.0,0.0,292.0
YBR109C,YGL043W,0.123,0.216,0.276,371.0
YBR109C,YGL063W,0.098,0.158,0.25,292.0
YBR109C,YGL106W,0.67,0.858,0.746,826.0
YBR109C,YGL141W,0.082,0.158,0.276,240.0
YBR109C,YGL206C,0.096,0.205,0.265,254.0
YBR109C,YGL229C,0.274,0.068,0.396,292.0
YBR109C,YGR034W,0.107,0.158,0.396,337.0
YBR109C,YGR050C,0.21,0.283,0.306,292.0
YBR109C,YGR094W,0.153,0.217,0.396,
YBR109C,YGR144W,0.185,0.858,0.326,310.0
YBR109C,YGR253C,0.086,0.283,0.303,365.0
YBR109C,YHR028C,0.086,0.087,0.25,440.0
YBR109C,YHR179W,0.354,0.105,0.25,329.0
YBR109C,YIL021W,0.076,0.068,0.21,413.0
YBR109C,YIL095W,0.263,0.071,0.396,203.0
YBR109C,YJL187C,0.486,0.105,0.276,394.0
YBR109C,YJR073C,0.269,0.089,0.25,322.0
YBR109C,YJR104C,0.051,0.12,0.276,437.0
YBR109C,YJR121W,0.077,0.033,0.129,
YBR109C,YKL067W,0.181,0.217,0.396,705.0
YBR109C,YKL129C,0.163,0.156,0.212,976.0
YBR109C,YKL152C,0.235,0.205,0.185,153.0
YBR109C,YKL175W,0.392,0.051,0.25,398.0
YBR109C,YKL182W,0.176,0.158,0.25,183.0
YBR109C,YKL210W,0.127,0.205,0.396,242.0
YBR109C,YKR025W,0.082,0.077,0.276,386.0
YBR109C,YLL040C,0.124,0.283,0.25,716.0
YBR109C,YLL050C,0.421,0.195,0.168,651.0
YBR109C,YLL051C,0.203,0.158,0.188,505.0
YBR109C,YLR259C,0.133,0.284,0.25,158.0
YBR109C,YLR433C,0.295,0.077,0.396,993.0
YBR109C,YLR443W,0.128,0.283,0.229,753.0
YBR109C,YML057W,0.164,0.158,0.294,960.0
YBR109C,YML094C-A,0.0,0.0,0.0,307.0
YBR109C,YMR105C,0.145,0.089,0.396,
YBR109C,YMR109W,0.112,0.068,0.168,986.0
YBR109C,YMR111C,0.21,0.283,0.396,640.0
YBR109C,YMR200W,0.191,0.284,0.155,350.0
YBR109C,YMR250W,0.15,0.105,0.396,858.0
YBR109C,YNL053W,0.106,0.158,0.396,294.0
YBR109C,YNL066W,0.341,0.089,0.396,491.0
YBR109C,YNL079C,0.795,0.173,0.232,737.0
YBR109C,YNL202W,0.18,0.089,0.171,359.0
YBR109C,YNL281W,0.081,0.104,0.396,185.0
YBR109C,YNR035C,0.128,0.235,0.276,832.0
YBR109C,YOL016C,0.291,0.08,0.396,977.0
YBR109C,YOR029W,0.0,0.0,0.0,292.0
YBR109C,YOR035C,0.321,0.235,0.396,353.0
YBR109C,YOR326W,0.259,0.068,0.286,987.0
YBR109C,YOR358W,0.058,0.216,0.202,292.0
YBR109C,YOR374W,0.141,0.089,0.25,
YBR109C,YPL242C,0.486,0.235,0.504,960.0
YBR109W-A,YHR114W,0.0,0.0,0.0,229.0
YBR110W,YBR159W,0.342,0.207,0.239,259.0
YBR110W,YBR290W,0.064,0.141,0.141,
YBR110W,YCL027W,0.102,0.255,0.549,267.0
YBR110W,YCR034W,0.047,0.253,0.092,
YBR110W,YDL015C,0.325,0.318,0.092,
YBR110W,YDL206W,0.089,0.255,1.0,
YBR110W,YDR307W,1.0,0.255,1.0,
YBR110W,YDR331W,0.598,0.174,0.239,326.0
YBR110W,YEL002C,0.967,0.544,0.239,396.0
YBR110W,YEL017C-A,0.1,0.255,0.327,
YBR110W,YEL063C,0.074,0.046,0.522,
YBR110W,YGL200C,0.079,0.255,1.0,
YBR110W,YGR060W,0.275,0.318,1.0,164.0
YBR110W,YGR105W,0.029,0.255,0.17,165.0
YBR110W,YHL048W,0.089,0.255,0.081,
YBR110W,YHR026W,0.054,0.05,0.549,160.0
YBR110W,YHR133C,0.224,0.112,0.092,
YBR110W,YHR140W,0.089,0.255,0.549,
YBR110W,YHR142W,0.452,0.112,1.0,
YBR110W,YJR010C-A,0.301,0.255,1.0,
YBR110W,YKL065C,0.054,0.255,0.092,
YBR110W,YLL028W,0.086,0.061,0.327,
YBR110W,YLL061W,0.155,0.051,1.0,162.0
YBR110W,YLR241W,0.1,0.039,1.0,150.0
YBR110W,YLR372W,0.385,0.538,1.0,202.0
YBR110W,YML123C,0.054,0.077,0.549,
YBR110W,YMR058W,0.153,0.046,0.327,167.0
YBR110W,YMR215W,0.11,0.538,0.716,
YBR110W,YPL076W,0.54,0.538,1.0,664.0
YBR110W,YPL264C,0.089,0.255,1.0,174.0
YBR110W,YPL274W,0.054,0.053,0.092,152.0
YBR110W,YPR156C,0.089,0.061,0.327,179.0
YBR111W-A,YGL066W,0.13,0.34,0.517,999.0
YBR111W-A,YHR099W,0.596,0.111,0.517,999.0
YBR111W-A,YMR223W,0.13,0.129,0.495,999.0
YBR111W-A,YPL047W,0.13,1.0,0.602,999.0
YBR112C,YBR200W,0.051,0.104,0.554,239.0
YBR112C,YCR084C,0.539,1.0,1.0,999.0
YBR112C,YCR096C,0.081,0.111,1.0,301.0
YBR112C,YDR043C,0.522,0.051,1.0,912.0
YBR112C,YGL035C,0.515,0.051,1.0,998.0
YBR112C,YGL162W,0.965,0.092,1.0,516.0
YBR112C,YHL002W,0.023,0.122,0.704,229.0
YBR112C,YIL061C,0.583,0.111,0.662,154.0
YBR112C,YMR240C,0.398,0.111,1.0,294.0
YBR112C,YNL167C,1.0,0.111,1.0,997.0
YBR112C,YPL181W,0.485,0.146,1.0,959.0
YBR113W,YDL043C,0.0,0.0,0.0,
YBR114W,YBR200W,0.044,0.19,0.321,
YBR114W,YCL040W,0.125,0.063,0.385,
YBR114W,YCR028C-A,0.237,0.878,0.309,734.0
YBR114W,YDR097C,0.034,1.0,0.321,948.0
YBR114W,YDR453C,0.073,0.113,0.47,168.0
YBR114W,YFL018C,0.185,0.077,0.309,
YBR114W,YFR053C,0.145,0.07,0.385,
YBR114W,YGR192C,0.108,0.146,0.281,635.0
YBR114W,YGR193C,0.103,0.117,0.309,217.0
YBR114W,YHR183W,0.137,0.146,0.47,
YBR114W,YIR009W,0.187,0.505,0.287,
YBR114W,YJR052W,0.085,1.0,1.0,999.0
YBR114W,YJR077C,0.092,0.082,0.309,606.0
YBR114W,YKL112W,0.216,0.673,0.321,983.0
YBR114W,YKL152C,0.232,0.188,0.227,160.0
YBR114W,YKR001C,0.082,0.214,0.214,611.0
YBR114W,YLR044C,0.19,0.188,0.321,591.0
YBR114W,YLR147C,0.228,0.659,0.326,163.0
YBR114W,YLR259C,0.392,0.264,0.309,
YBR114W,YMR190C,0.247,0.454,0.321,705.0
YBR114W,YMR201C,0.219,1.0,0.321,995.0
YBR114W,YMR226C,0.108,0.146,0.321,
YBR114W,YMR315W,0.108,0.146,0.47,699.0
YBR114W,YNL030W,0.116,0.878,0.255,243.0
YBR114W,YNL071W,0.14,0.055,0.235,
