Protein,I_score,Oscore
YPL201C,1,5.5131E-06
YGR142W,2,1.10262E-05
YGR049W,1,5.5131E-06
YDR494W,2,1.10262E-05
YLR073C,2,1.10262E-05
YDL121C,2,1.10262E-05
YKL042W,2,1.10262E-05
YMR042W,8,4.41048E-05
YFR049W,5,2.75655E-05
YLR376C,2,1.10262E-05
YDR197W,3,1.65393E-05
YGR122W,2,1.10262E-05
YLR211C,2,1.10262E-05
YOR114W,2,1.10262E-05
YCR039C,9,4.96179E-05
YCL067C,9,4.96179E-05
YDL129W,2,1.10262E-05
YGL249W,2,1.10262E-05
YML108W,2,1.10262E-05
YER153C,2,1.10262E-05
YJR039W,1,5.5131E-06
YPL156C,2,1.10262E-05
YPL186C,2,1.10262E-05
YEL048C,2,1.10262E-05
YLL033W,2,1.10262E-05
YMR299C,2,1.10262E-05
YGL075C,2,1.10262E-05
YNR022C,2,1.10262E-05
YJR083C,2,1.10262E-05
YGL128C,4,2.20524E-05
YDR249C,2,1.10262E-05
YKL214C,2,1.10262E-05
YPL099C,2,1.10262E-05
YHR071W,6,3.30786E-05
YBL018C,3,1.65393E-05
YBL006C,2,1.10262E-05
YDR123C,2,1.10262E-05
YIL132C,2,1.10262E-05
YPL052W,1,5.5131E-06
YLR040C,2,1.10262E-05
YGL138C,3,1.65393E-05
YOR078W,2,1.10262E-05
YDR073W,2,1.10262E-05
YBR130C,2,1.10262E-05
YKR049C,2,1.10262E-05
YIL122W,1,5.5131E-06
YKL122C,4,2.20524E-05
YGR042W,4,2.20524E-05
YLR262C-A,2,1.10262E-05
YBL081W,1,5.5131E-06
YDL089W,3,1.65393E-05
YDL053C,2,1.10262E-05
YDR478W,3,1.65393E-05
YIL016W,3,1.65393E-05
YBR014C,6,3.30786E-05
YHL025W,2,1.10262E-05
YNR010W,2,1.10262E-05
YKR011C,2,1.10262E-05
YIR024C,2,1.10262E-05
YMR184W,2,1.10262E-05
YDR184C,3,1.65393E-05
YIR017C,3,1.65393E-05
YNR009W,1,5.5131E-06
YLR018C,2,1.10262E-05
YHR061C,1,5.5131E-06
YGL090W,1,5.5131E-06
YDR139C,13,7.16704E-05
YNL100W,2,1.10262E-05
YLR368W,2,1.10262E-05
YGL041W-A,2,1.10262E-05
YDR077W,5,2.75655E-05
YMR316W,1,5.5131E-06
YOR385W,1,5.5131E-06
YKR020W,3,1.65393E-05
YPL077C,2,1.10262E-05
YDR476C,3,1.65393E-05
YMR117C,6,3.30786E-05
YLR102C,1,5.5131E-06
YKR007W,2,1.10262E-05
YMR256C,4,2.20524E-05
YDR056C,3,1.65393E-05
YBR077C,2,1.10262E-05
YER092W,2,1.10262E-05
YNL214W,2,1.10262E-05
YIL098C,4,2.20524E-05
YNR066C,1,5.5131E-06
YBL031W,2,1.10262E-05
YGR129W,4,2.20524E-05
YIR014W,2,1.10262E-05
YGL222C,2,1.10262E-05
YML107C,2,1.10262E-05
YOL047C,1,5.5131E-06
YOL108C,6,3.30786E-05
YDR022C,1,5.5131E-06
YPR046W,1,5.5131E-06
YGR206W,1,5.5131E-06
YNL078W,2,1.10262E-05
YOL155C,1,5.5131E-06
YBR258C,2,1.10262E-05
YER106W,1,5.5131E-06
YBR253W,3,1.65393E-05
YGR030C,2,1.10262E-05
YDR439W,1,5.5131E-06
YLR408C,2,1.10262E-05
YGL121C,1,5.5131E-06
YNL015W,6,3.30786E-05
YPL148C,2,1.10262E-05
YER093C-A,1,5.5131E-06
YPL168W,2,1.10262E-05
YLL042C,2,1.10262E-05
YOL044W,2,1.10262E-05
YBR058C-A,2,1.10262E-05
YGL108C,2,1.10262E-05
YCR082W,2,1.10262E-05
YDR446W,3,1.65393E-05
YPR151C,2,1.10262E-05
YBR233W-A,9,4.96179E-05
YLR329W,2,1.10262E-05
YDR113C,2,1.10262E-05
YLR194C,2,1.10262E-05
YIR025W,2,1.10262E-05
YMR133W,2,1.10262E-05
YLR132C,5,2.75655E-05
YDL186W,2,1.10262E-05
YLR119W,4,2.20524E-05
YNL086W,3,1.65393E-05
YML119W,2,1.10262E-05
YMR252C,2,1.10262E-05
YML129C,2,1.10262E-05
YGL226W,2,1.10262E-05
YKL138C-A,2,1.10262E-05
YLR356W,5,2.75655E-05
YDR130C,2,1.10262E-05
YLR445W,2,1.10262E-05
YDR082W,3,1.65393E-05
YBR230C,2,1.10262E-05
YCR040W,2,1.10262E-05
YCL066W,2,1.10262E-05
YML058W,1,5.5131E-06
YBL043W,8,4.41048E-05
YPL033C,1,5.5131E-06
YER104W,2,1.10262E-05
YBR194W,2,1.10262E-05
YIL161W,2,1.10262E-05
YEL005C,2,1.10262E-05
YGL226C-A,2,1.10262E-05
YNR034W-A,1,5.5131E-06
YCL005W,1,5.5131E-06
YMR159C,3,1.65393E-05
YDR070C,2,1.10262E-05
YGR106C,3,1.65393E-05
YNL314W,2,1.10262E-05
YLR385C,2,1.10262E-05
YGR079W,2,1.10262E-05
YBR085C-A,2,1.10262E-05
YKL018C-A,2,1.10262E-05
YER180C-A,1,5.5131E-06
YLR390W,1,5.5131E-06
YBL059W,1,5.5131E-06
YNL133C,2,1.10262E-05
YMR122W-A,1,5.5131E-06
YPL055C,2,1.10262E-05
YDR363W-A,6,3.30786E-05
YBR157C,2,1.10262E-05
YGL176C,1,5.5131E-06
YLL022C,1,5.5131E-06
YJR135C,2,1.10262E-05
YDR259C,2,1.10262E-05
YKL109W,1,5.5131E-06
YMR107W,2,1.10262E-05
YKL061W,1,5.5131E-06
YKL063C,2,1.10262E-05
YJR021C,1,5.5131E-06
YPL071C,2,1.10262E-05
YCL058W-A,1,5.5131E-06
YMR255W,1,5.5131E-06
YBR259W,1,5.5131E-06
YOL104C,2,1.10262E-05
YDL027C,2,1.10262E-05
YCL049C,1,5.5131E-06
YOR097C,1,5.5131E-06
YLR315W,1,5.5131E-06
YHR138C,6,3.30786E-05
YGL032C,2,1.10262E-05
YER034W,2,1.10262E-05
YJR094C,2,1.10262E-05
YCR024C-A,1,5.5131E-06
YPL144W,1,5.5131E-06
YDR260C,1,5.5131E-06
YPR133W-A,3,1.65393E-05
YPL068C,2,1.10262E-05
YJL133C-A,2,1.10262E-05
YNR024W,1,5.5131E-06
YFR046C,1,5.5131E-06
YPR116W,2,1.10262E-05
YER180C,1,5.5131E-06
YPR101W,1,5.5131E-06
YPL130W,1,5.5131E-06
YIL040W,1,5.5131E-06
YOR304C-A,1,5.5131E-06
YKL208W,1,5.5131E-06
YMR025W,1,5.5131E-06
YGR236C,1,5.5131E-06
YFR017C,1,5.5131E-06
YDR179C,2,1.10262E-05
YOR179C,1,5.5131E-06
YHR152W,1,5.5131E-06
YGR275W,2,1.10262E-05
YAL055W,3,1.65393E-05
YLR341W,1,5.5131E-06
YNL145W,1,5.5131E-06
YDR156W,2,1.10262E-05
YCR075W-A,2,1.10262E-05
YBR262C,2,1.10262E-05
YDR119W-A,2,1.10262E-05
YNL158W,2,1.10262E-05
YHR195W,2,1.10262E-05
YBR188C,1,5.5131E-06
YGL117W,1,5.5131E-06
YNL162W-A,2,1.10262E-05
YFR036W,1,5.5131E-06
YJR112W-A,3,1.65393E-05
YPR081C,4,2.20524E-05
YHR033W,6,3.30786E-05
YBR284W,2,1.10262E-05
YNL049C,4,2.20524E-05
YKL026C,4,2.20524E-05
YFL034C-A,10,5.5131E-05
YLR342W,11,6.06442E-05
YFL058W,4,2.20524E-05
YNL332W,1,5.5131E-06
YFR014C,3,1.65393E-05
YNL047C,3,1.65393E-05
YPL079W,22,0.000121288
YGR279C,6,3.30786E-05
YMR016C,7,3.85917E-05
YJR127C,3,1.65393E-05
YLR306W,11,6.06442E-05
YFL060C,5,2.75655E-05
YMR273C,7,3.85917E-05
YLR228C,3,1.65393E-05
YDR501W,8,4.41048E-05
YKR019C,4,2.20524E-05
YGR203W,14,7.71835E-05
YDR351W,1,5.5131E-06
YER132C,3,1.65393E-05
YDR514C,4,2.20524E-05
YER158C,2,1.10262E-05
YBR270C,2,1.10262E-05
YDR453C,4,2.20524E-05
YKL079W,5,2.75655E-05
YKL168C,7,3.85917E-05
YGR201C,3,1.65393E-05
YMR303C,5,2.75655E-05
YGR248W,7,3.85917E-05
YBR083W,6,3.30786E-05
YIL165C,1,5.5131E-06
YHR006W,4,2.20524E-05
YNL204C,4,2.20524E-05
YNR002C,4,2.20524E-05
YCL050C,7,3.85917E-05
YOR108W,1,5.5131E-06
YGR289C,5,2.75655E-05
YHL009W-B,4,2.20524E-05
YOR081C,3,1.65393E-05
YNL334C,4,2.20524E-05
YDL179W,2,1.10262E-05
YPR196W,3,1.65393E-05
YFL052W,1,5.5131E-06
YJL058C,4,2.20524E-05
YJL165C,5,2.75655E-05
YMR011W,1,5.5131E-06
YNL270C,5,2.75655E-05
YDL214C,4,2.20524E-05
YJL213W,3,1.65393E-05
YOR003W,12,6.61573E-05
YNR060W,7,3.85917E-05
YKR027W,1,5.5131E-06
YBR145W,1,5.5131E-06
YER060W,4,2.20524E-05
YJL078C,4,2.20524E-05
YBR199W,1,5.5131E-06
YDR515W,8,4.41048E-05
YKR098C,1,5.5131E-06
YKR050W,5,2.75655E-05
YBL056W,2,1.10262E-05
YOR299W,3,1.65393E-05
YGR070W,2,1.10262E-05
YOR237W,4,2.20524E-05
Q0160,1,5.5131E-06
YOL113W,4,2.20524E-05
YBR210W,2,1.10262E-05
YGR088W,6,3.30786E-05
YDR497C,2,1.10262E-05
YER099C,3,1.65393E-05
YKR096W,2,1.10262E-05
YNL029C,2,1.10262E-05
YKR072C,2,1.10262E-05
YGL197W,6,3.30786E-05
YDR368W,1,5.5131E-06
YHR211W,3,1.65393E-05
YOR343W-B,3,1.65393E-05
YER001W,2,1.10262E-05
YHL028W,6,3.30786E-05
YHR044C,2,1.10262E-05
YCR027C,1,5.5131E-06
YKL043W,3,1.65393E-05
YDR475C,2,1.10262E-05
YIL135C,1,5.5131E-06
YDR124W,1,5.5131E-06
YOR047C,1,5.5131E-06
YCL051W,1,5.5131E-06
YGR109W-A,2,1.10262E-05
YLR227C,2,1.10262E-05
YGR221C,1,5.5131E-06
YHR015W,2,1.10262E-05
YDR066C,4,2.20524E-05
YDR098C-B,1,5.5131E-06
YIL013C,2,1.10262E-05
YKR105C,2,1.10262E-05
YGR071C,2,1.10262E-05
YHR216W,3,1.65393E-05
YHR106W,9,4.96179E-05
YCR005C,2,1.10262E-05
YDL085W,7,3.85917E-05
YGR224W,2,1.10262E-05
YML087C,2,1.10262E-05
YIL123W,3,1.65393E-05
YAL060W,2,1.10262E-05
YDR458C,4,2.20524E-05
YDR522C,1,5.5131E-06
YPL248C,4,2.20524E-05
YPR193C,3,1.65393E-05
YLR266C,2,1.10262E-05
YOR162C,1,5.5131E-06
YBR240C,2,1.10262E-05
YKL050C,2,1.10262E-05
YGR131W,1,5.5131E-06
YIL102C-A,3,1.65393E-05
YJR147W,5,2.75655E-05
YLL053C,4,2.20524E-05
YKL127W,1,5.5131E-06
YCR096C,1,5.5131E-06
YHL047C,1,5.5131E-06
YPL274W,1,5.5131E-06
YIR019C,2,1.10262E-05
YGR040W,1,5.5131E-06
YNR063W,1,5.5131E-06
YNR056C,1,5.5131E-06
YJL099W,1,5.5131E-06
YHR129C,1,5.5131E-06
YDR310C,1,5.5131E-06
YNR062C,1,5.5131E-06
YOR192C,1,5.5131E-06
YGR059W,2,1.10262E-05
YOL056W,1,5.5131E-06
YOR371C,1,5.5131E-06
YDR218C,1,5.5131E-06
YNL249C,1,5.5131E-06
YIL057C,1,5.5131E-06
YJL016W,1,5.5131E-06
YJR030C,1,5.5131E-06
YMR111C,1,5.5131E-06
YDR222W,1,5.5131E-06
YDR534C,1,5.5131E-06
YCL036W,1,5.5131E-06
YKL112W,1,5.5131E-06
YOL036W,1,5.5131E-06
YKR075C,1,5.5131E-06
YOR297C,1,5.5131E-06
YPR009W,1,5.5131E-06
YLR353W,1,5.5131E-06
YHR022C,1,5.5131E-06
YCR043C,1,5.5131E-06
YBR250W,1,5.5131E-06
YPR199C,2,1.10262E-05
YDR014W,1,5.5131E-06
YPL267W,1,5.5131E-06
YGL146C,1,5.5131E-06
YOR315W,1,5.5131E-06
YEL018W,1,5.5131E-06
YGR168C,1,5.5131E-06
YDR106W,3,1.65393E-05
YNL300W,1,5.5131E-06
YPL049C,1,5.5131E-06
YPL241C,1,5.5131E-06
YIL024C,1,5.5131E-06
YDL169C,1,5.5131E-06
YER079W,1,5.5131E-06
YJL170C,1,5.5131E-06
YGR161C,1,5.5131E-06
YER018C,1,5.5131E-06
YLR091W,1,5.5131E-06
YKR091W,1,5.5131E-06
YJL161W,1,5.5131E-06
YBR045C,1,5.5131E-06
YCR076C,1,5.5131E-06
YER187W,1,5.5131E-06
YDR210C-C,1,5.5131E-06
YPR134W,1,5.5131E-06
YMR081C,1,5.5131E-06
YMR003W,1,5.5131E-06
YNL210W,1,5.5131E-06
YLR265C,1,5.5131E-06
YHL006C,1,5.5131E-06
YOR020W-A,1,5.5131E-06
YCL056C,1,5.5131E-06
YDL232W,1,5.5131E-06
YCR007C,1,5.5131E-06
YLR307C-A,1,5.5131E-06
YDL160C-A,1,5.5131E-06
YAR023C,1,5.5131E-06
YDR093W,2,1.10262E-05
YFR055W,1,5.5131E-06
YJL070C,1,5.5131E-06
YOR011W,1,5.5131E-06
YNR070W,4,2.20524E-05
YDR055W,1,5.5131E-06
YER096W,1,5.5131E-06
YDR518W,5,2.75655E-05
YPL019C,4,2.20524E-05
YOR071C,2,1.10262E-05
YGR096W,1,5.5131E-06
YNL194C,2,1.10262E-05
YLL054C,1,5.5131E-06
YPR115W,1,5.5131E-06
YKL133C,1,5.5131E-06
YPL021W,1,5.5131E-06
YLL046C,3,1.65393E-05
YMR323W,1,5.5131E-06
YBL100W-B,3,1.65393E-05
YEL016C,2,1.10262E-05
YDR034C-D,1,5.5131E-06
YGR161W-B,5,2.75655E-05
YFL002W-A,5,2.75655E-05
YIR039C,3,1.65393E-05
Q0110,1,5.5131E-06
YNL284C-B,1,5.5131E-06
YFL054C,5,2.75655E-05
YMR271C,1,5.5131E-06
YOL158C,1,5.5131E-06
YOR365C,1,5.5131E-06
YDR144C,1,5.5131E-06
YOR321W,1,5.5131E-06
YER160C,1,5.5131E-06
YHR214C-B,1,5.5131E-06
YOR190W,1,5.5131E-06
YLR121C,2,1.10262E-05
YDR178W,2,1.10262E-05
YCR069W,1,5.5131E-06
YFL056C,2,1.10262E-05
Q0060,1,5.5131E-06
Q0055,1,5.5131E-06
Q0075,1,5.5131E-06
YCL069W,1,5.5131E-06
YFL057C,1,5.5131E-06
YHL035C,2,1.10262E-05
YOL163W,1,5.5131E-06
YDL204W,2,1.10262E-05
YFL067W,1,5.5131E-06
YBL101C,1,5.5131E-06
YLR273C,1,5.5131E-06
YKL164C,1,5.5131E-06
YNL144C,2,1.10262E-05
YKR106W,1,5.5131E-06
YKR021W,3,1.65393E-05
YOR387C,1,5.5131E-06
YGR273C,1,5.5131E-06
YNL225C,1,5.5131E-06
YMR321C,1,5.5131E-06
YJL159W,2,1.10262E-05
YNL157W,1,5.5131E-06
YOR019W,1,5.5131E-06
YMR084W,1,5.5131E-06
YOR076C,1,5.5131E-06
YLR227W-B,1,5.5131E-06
YOL103W-B,2,1.10262E-05
YPR198W,2,1.10262E-05
YDR046C,1,5.5131E-06
YIL085C,1,5.5131E-06
YNL318C,1,5.5131E-06
YGL104C,1,5.5131E-06
YML039W,1,5.5131E-06
YER138C,1,5.5131E-06
YDR261W-B,1,5.5131E-06
YML047C,1,5.5131E-06
YEL071W,1,5.5131E-06
YCR073W-A,1,5.5131E-06
YJL107C,1,5.5131E-06
YJL158C,1,5.5131E-06
YKL198C,1,5.5131E-06
YMR191W,1,5.5131E-06
YNR061C,1,5.5131E-06
YDR223W,1,5.5131E-06
,181386,
